-0.00999928 	0 	0 	0
-0.00901252 	-1.60573e-07 	4.72112e-05 	0.0447481
-0.00804057 	-1.72623e-07 	0.000151399 	0.0795169
-0.00790085 	-1.72868e-07 	0.000167533 	0.0845375
-0.0067936 	-6.0356e-09 	0.000327304 	0.115671
-0.00567994 	2.59828e-07 	0.00045381 	0.136304
-0.00455734 	5.04148e-07 	0.000494458 	0.147799
-0.00342658 	6.28414e-07 	0.000442918 	0.15298
-0.00228921 	6.04455e-07 	0.000324842 	0.15477
-0.0011466 	5.07855e-07 	0.000170069 	0.155188
1.53132e-07 	4.62848e-07 	1.08134e-08 	0.155234
0.00114669 	5.2699e-07 	-0.000170025 	0.155188
0.00228922 	6.44787e-07 	-0.00032479 	0.15477
0.0034266 	6.75208e-07 	-0.000442883 	0.15298
0.00455736 	5.49548e-07 	-0.000494435 	0.147799
0.00567995 	2.97051e-07 	-0.000453798 	0.136304
0.00679361 	1.80516e-08 	-0.000327299 	0.115671
0.00790085 	-1.60498e-07 	-0.000167531 	0.0845375
0.00803737 	-1.59813e-07 	-0.000153219 	0.07966
0.00901252 	-1.57352e-07 	-4.72115e-05 	0.044748
0.00999928 	0 	0 	0
