-0.00999928 	0 	0 	0
-0.00901263 	-1.43379e-08 	0.000142875 	0.0513945
-0.00790135 	2.14051e-07 	0.000501268 	0.0937898
-0.00789843 	2.14971e-07 	0.000502182 	0.0938639
-0.00679467 	5.68019e-07 	0.00087702 	0.121235
-0.00568158 	9.30127e-07 	0.00102781 	0.133933
-0.00455932 	1.20476e-06 	0.000949709 	0.137755
-0.00342853 	1.29775e-06 	0.000752759 	0.138052
-0.00229077 	1.15767e-06 	0.000515287 	0.137572
-0.00114747 	9.34006e-07 	0.000261616 	0.137185
1.49072e-07 	8.53298e-07 	-9.24692e-09 	0.137052
0.00114755 	9.77455e-07 	-0.000261569 	0.137185
0.00229076 	1.21841e-06 	-0.000515209 	0.137572
0.00342854 	1.36062e-06 	-0.000752701 	0.138052
0.00455933 	1.26675e-06 	-0.000949684 	0.137755
0.00568159 	9.84388e-07 	-0.00102779 	0.133933
0.00679467 	6.12124e-07 	-0.000876995 	0.121235
0.00789185 	2.48767e-07 	-0.000504628 	0.0940222
0.00790135 	2.4569e-07 	-0.000501271 	0.0937896
0.00901263 	-1.62509e-10 	-0.000142875 	0.0513944
0.00999928 	0 	0 	0
