# Wall heat-flux
# Time        	patch         	min           	max           	integral      
463           	walls	1.000000e+02	1.000000e+02	7.536378e+00
464           	walls	1.000000e+02	1.000000e+02	7.536378e+00
465           	walls	1.000000e+02	1.000000e+02	7.536378e+00
466           	walls	1.000000e+02	1.000000e+02	7.536378e+00
467           	walls	1.000000e+02	1.000000e+02	7.536378e+00
468           	walls	1.000000e+02	1.000000e+02	7.536378e+00
469           	walls	1.000000e+02	1.000000e+02	7.536378e+00
470           	walls	1.000000e+02	1.000000e+02	7.536378e+00
471           	walls	1.000000e+02	1.000000e+02	7.536378e+00
472           	walls	1.000000e+02	1.000000e+02	7.536378e+00
473           	walls	1.000000e+02	1.000000e+02	7.536378e+00
474           	walls	1.000000e+02	1.000000e+02	7.536378e+00
475           	walls	1.000000e+02	1.000000e+02	7.536378e+00
476           	walls	1.000000e+02	1.000000e+02	7.536378e+00
477           	walls	1.000000e+02	1.000000e+02	7.536378e+00
478           	walls	1.000000e+02	1.000000e+02	7.536378e+00
479           	walls	1.000000e+02	1.000000e+02	7.536378e+00
480           	walls	1.000000e+02	1.000000e+02	7.536378e+00
481           	walls	1.000000e+02	1.000000e+02	7.536378e+00
482           	walls	1.000000e+02	1.000000e+02	7.536378e+00
483           	walls	1.000000e+02	1.000000e+02	7.536378e+00
484           	walls	1.000000e+02	1.000000e+02	7.536378e+00
485           	walls	1.000000e+02	1.000000e+02	7.536378e+00
486           	walls	1.000000e+02	1.000000e+02	7.536378e+00
487           	walls	1.000000e+02	1.000000e+02	7.536378e+00
488           	walls	1.000000e+02	1.000000e+02	7.536378e+00
489           	walls	1.000000e+02	1.000000e+02	7.536378e+00
490           	walls	1.000000e+02	1.000000e+02	7.536378e+00
491           	walls	1.000000e+02	1.000000e+02	7.536378e+00
492           	walls	1.000000e+02	1.000000e+02	7.536378e+00
493           	walls	1.000000e+02	1.000000e+02	7.536378e+00
494           	walls	1.000000e+02	1.000000e+02	7.536378e+00
495           	walls	1.000000e+02	1.000000e+02	7.536378e+00
496           	walls	1.000000e+02	1.000000e+02	7.536378e+00
497           	walls	1.000000e+02	1.000000e+02	7.536378e+00
498           	walls	1.000000e+02	1.000000e+02	7.536378e+00
499           	walls	1.000000e+02	1.000000e+02	7.536378e+00
500           	walls	1.000000e+02	1.000000e+02	7.536378e+00
501           	walls	1.000000e+02	1.000000e+02	7.536378e+00
502           	walls	1.000000e+02	1.000000e+02	7.536378e+00
503           	walls	1.000000e+02	1.000000e+02	7.536378e+00
504           	walls	1.000000e+02	1.000000e+02	7.536378e+00
505           	walls	1.000000e+02	1.000000e+02	7.536378e+00
506           	walls	1.000000e+02	1.000000e+02	7.536378e+00
507           	walls	1.000000e+02	1.000000e+02	7.536378e+00
508           	walls	1.000000e+02	1.000000e+02	7.536378e+00
509           	walls	1.000000e+02	1.000000e+02	7.536378e+00
510           	walls	1.000000e+02	1.000000e+02	7.536378e+00
511           	walls	1.000000e+02	1.000000e+02	7.536378e+00
512           	walls	1.000000e+02	1.000000e+02	7.536378e+00
513           	walls	1.000000e+02	1.000000e+02	7.536378e+00
514           	walls	1.000000e+02	1.000000e+02	7.536378e+00
515           	walls	1.000000e+02	1.000000e+02	7.536378e+00
516           	walls	1.000000e+02	1.000000e+02	7.536378e+00
517           	walls	1.000000e+02	1.000000e+02	7.536378e+00
518           	walls	1.000000e+02	1.000000e+02	7.536378e+00
519           	walls	1.000000e+02	1.000000e+02	7.536378e+00
520           	walls	1.000000e+02	1.000000e+02	7.536378e+00
521           	walls	1.000000e+02	1.000000e+02	7.536378e+00
522           	walls	1.000000e+02	1.000000e+02	7.536378e+00
523           	walls	1.000000e+02	1.000000e+02	7.536378e+00
524           	walls	1.000000e+02	1.000000e+02	7.536378e+00
525           	walls	1.000000e+02	1.000000e+02	7.536378e+00
526           	walls	1.000000e+02	1.000000e+02	7.536378e+00
527           	walls	1.000000e+02	1.000000e+02	7.536378e+00
528           	walls	1.000000e+02	1.000000e+02	7.536378e+00
529           	walls	1.000000e+02	1.000000e+02	7.536378e+00
530           	walls	1.000000e+02	1.000000e+02	7.536378e+00
531           	walls	1.000000e+02	1.000000e+02	7.536378e+00
532           	walls	1.000000e+02	1.000000e+02	7.536378e+00
533           	walls	1.000000e+02	1.000000e+02	7.536378e+00
534           	walls	1.000000e+02	1.000000e+02	7.536378e+00
535           	walls	1.000000e+02	1.000000e+02	7.536378e+00
536           	walls	1.000000e+02	1.000000e+02	7.536378e+00
537           	walls	1.000000e+02	1.000000e+02	7.536378e+00
538           	walls	1.000000e+02	1.000000e+02	7.536378e+00
539           	walls	1.000000e+02	1.000000e+02	7.536378e+00
540           	walls	1.000000e+02	1.000000e+02	7.536378e+00
541           	walls	1.000000e+02	1.000000e+02	7.536378e+00
542           	walls	1.000000e+02	1.000000e+02	7.536378e+00
543           	walls	1.000000e+02	1.000000e+02	7.536378e+00
544           	walls	1.000000e+02	1.000000e+02	7.536378e+00
545           	walls	1.000000e+02	1.000000e+02	7.536378e+00
546           	walls	1.000000e+02	1.000000e+02	7.536378e+00
547           	walls	1.000000e+02	1.000000e+02	7.536378e+00
548           	walls	1.000000e+02	1.000000e+02	7.536378e+00
549           	walls	1.000000e+02	1.000000e+02	7.536378e+00
550           	walls	1.000000e+02	1.000000e+02	7.536378e+00
551           	walls	1.000000e+02	1.000000e+02	7.536378e+00
552           	walls	1.000000e+02	1.000000e+02	7.536378e+00
553           	walls	1.000000e+02	1.000000e+02	7.536378e+00
554           	walls	1.000000e+02	1.000000e+02	7.536378e+00
555           	walls	1.000000e+02	1.000000e+02	7.536378e+00
556           	walls	1.000000e+02	1.000000e+02	7.536378e+00
557           	walls	1.000000e+02	1.000000e+02	7.536378e+00
558           	walls	1.000000e+02	1.000000e+02	7.536378e+00
559           	walls	1.000000e+02	1.000000e+02	7.536378e+00
560           	walls	1.000000e+02	1.000000e+02	7.536378e+00
561           	walls	1.000000e+02	1.000000e+02	7.536378e+00
562           	walls	1.000000e+02	1.000000e+02	7.536378e+00
563           	walls	1.000000e+02	1.000000e+02	7.536378e+00
564           	walls	1.000000e+02	1.000000e+02	7.536378e+00
565           	walls	1.000000e+02	1.000000e+02	7.536378e+00
566           	walls	1.000000e+02	1.000000e+02	7.536378e+00
567           	walls	1.000000e+02	1.000000e+02	7.536378e+00
568           	walls	1.000000e+02	1.000000e+02	7.536378e+00
569           	walls	1.000000e+02	1.000000e+02	7.536378e+00
570           	walls	1.000000e+02	1.000000e+02	7.536378e+00
571           	walls	1.000000e+02	1.000000e+02	7.536378e+00
572           	walls	1.000000e+02	1.000000e+02	7.536378e+00
573           	walls	1.000000e+02	1.000000e+02	7.536378e+00
574           	walls	1.000000e+02	1.000000e+02	7.536378e+00
575           	walls	1.000000e+02	1.000000e+02	7.536378e+00
576           	walls	1.000000e+02	1.000000e+02	7.536378e+00
577           	walls	1.000000e+02	1.000000e+02	7.536378e+00
578           	walls	1.000000e+02	1.000000e+02	7.536378e+00
579           	walls	1.000000e+02	1.000000e+02	7.536378e+00
580           	walls	1.000000e+02	1.000000e+02	7.536378e+00
581           	walls	1.000000e+02	1.000000e+02	7.536378e+00
582           	walls	1.000000e+02	1.000000e+02	7.536378e+00
583           	walls	1.000000e+02	1.000000e+02	7.536378e+00
584           	walls	1.000000e+02	1.000000e+02	7.536378e+00
585           	walls	1.000000e+02	1.000000e+02	7.536378e+00
586           	walls	1.000000e+02	1.000000e+02	7.536378e+00
587           	walls	1.000000e+02	1.000000e+02	7.536378e+00
588           	walls	1.000000e+02	1.000000e+02	7.536378e+00
589           	walls	1.000000e+02	1.000000e+02	7.536378e+00
590           	walls	1.000000e+02	1.000000e+02	7.536378e+00
591           	walls	1.000000e+02	1.000000e+02	7.536378e+00
592           	walls	1.000000e+02	1.000000e+02	7.536378e+00
593           	walls	1.000000e+02	1.000000e+02	7.536378e+00
594           	walls	1.000000e+02	1.000000e+02	7.536378e+00
595           	walls	1.000000e+02	1.000000e+02	7.536378e+00
596           	walls	1.000000e+02	1.000000e+02	7.536378e+00
597           	walls	1.000000e+02	1.000000e+02	7.536378e+00
598           	walls	1.000000e+02	1.000000e+02	7.536378e+00
599           	walls	1.000000e+02	1.000000e+02	7.536378e+00
600           	walls	1.000000e+02	1.000000e+02	7.536378e+00
