# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   
201           	smoothSolver	7.843260e-05	6.493620e-06	2	7.836460e-05	6.486780e-06	2	2.789080e-04	2.371240e-05	2	false
202           	smoothSolver	7.687460e-05	6.374410e-06	2	7.676250e-05	6.363940e-06	2	2.784620e-04	2.367200e-05	2	false
203           	smoothSolver	7.534040e-05	6.255030e-06	2	7.529140e-05	6.249930e-06	2	2.780250e-04	2.363230e-05	2	false
204           	smoothSolver	7.385680e-05	6.136520e-06	2	7.389380e-05	6.139060e-06	2	2.776010e-04	2.359380e-05	2	false
205           	smoothSolver	7.248000e-05	6.018350e-06	2	7.253810e-05	6.022910e-06	2	2.771640e-04	2.355440e-05	2	false
206           	smoothSolver	7.115140e-05	5.901480e-06	2	7.117250e-05	5.902070e-06	2	2.767410e-04	2.351610e-05	2	false
207           	smoothSolver	6.985780e-05	5.787440e-06	2	6.982590e-05	5.783880e-06	2	2.763310e-04	2.347910e-05	2	false
208           	smoothSolver	6.857170e-05	5.676050e-06	2	6.853070e-05	5.671070e-06	2	2.759140e-04	2.344140e-05	2	false
209           	smoothSolver	6.732420e-05	5.568410e-06	2	6.729770e-05	5.565060e-06	2	2.755010e-04	2.340430e-05	2	false
210           	smoothSolver	6.602670e-05	5.458610e-06	2	6.606110e-05	5.461020e-06	2	2.750990e-04	2.336810e-05	2	false
211           	smoothSolver	6.476060e-05	5.353050e-06	2	6.476070e-05	5.352670e-06	2	2.746950e-04	2.333180e-05	2	false
212           	smoothSolver	6.351600e-05	5.250620e-06	2	6.352010e-05	5.250100e-06	2	2.743070e-04	2.329680e-05	2	false
213           	smoothSolver	6.232200e-05	5.152340e-06	2	6.233020e-05	5.152410e-06	2	2.739280e-04	2.326280e-05	2	false
214           	smoothSolver	6.117510e-05	5.059250e-06	2	6.115870e-05	5.057680e-06	2	2.735430e-04	2.322820e-05	2	false
215           	smoothSolver	6.006250e-05	4.972310e-06	2	6.006100e-05	4.972080e-06	2	2.731610e-04	2.319400e-05	2	false
216           	smoothSolver	5.899620e-05	4.889610e-06	2	5.893350e-05	4.883460e-06	2	2.727830e-04	2.316020e-05	2	false
217           	smoothSolver	5.793080e-05	4.802380e-06	2	5.794880e-05	4.803530e-06	2	2.724210e-04	2.312770e-05	2	false
218           	smoothSolver	5.692040e-05	4.716890e-06	2	5.696080e-05	4.719690e-06	2	2.720490e-04	2.309440e-05	2	false
219           	smoothSolver	5.604900e-05	4.640490e-06	2	5.601980e-05	4.637190e-06	2	2.716870e-04	2.306210e-05	2	false
220           	smoothSolver	5.514550e-05	4.562060e-06	2	5.511370e-05	4.558620e-06	2	2.713300e-04	2.303030e-05	2	false
221           	smoothSolver	5.424360e-05	4.484430e-06	2	5.422700e-05	4.482850e-06	2	2.709790e-04	2.299890e-05	2	false
222           	smoothSolver	5.333420e-05	4.407300e-06	2	5.332730e-05	4.406780e-06	2	2.706240e-04	2.296730e-05	2	false
223           	smoothSolver	5.238720e-05	4.329220e-06	2	5.240940e-05	4.330860e-06	2	2.702780e-04	2.293650e-05	2	false
224           	smoothSolver	5.153680e-05	4.259700e-06	2	5.151900e-05	4.257630e-06	2	2.699360e-04	2.290600e-05	2	false
225           	smoothSolver	5.069500e-05	4.190840e-06	2	5.065320e-05	4.186540e-06	2	2.695910e-04	2.287540e-05	2	false
226           	smoothSolver	4.985700e-05	4.122120e-06	2	4.983160e-05	4.119170e-06	2	2.692520e-04	2.284530e-05	2	false
227           	smoothSolver	4.903800e-05	4.053690e-06	2	4.901550e-05	4.050930e-06	2	2.689120e-04	2.281530e-05	2	false
228           	smoothSolver	4.818570e-05	3.981160e-06	2	4.821100e-05	3.982880e-06	2	2.685970e-04	2.278710e-05	2	false
229           	smoothSolver	4.734690e-05	3.910180e-06	2	4.738870e-05	3.913380e-06	2	2.682680e-04	2.275800e-05	2	false
230           	smoothSolver	4.657940e-05	3.847330e-06	2	4.658920e-05	3.848010e-06	2	2.679400e-04	2.272900e-05	2	false
231           	smoothSolver	4.583720e-05	3.789010e-06	2	4.582850e-05	3.787630e-06	2	2.676070e-04	2.269970e-05	2	false
232           	smoothSolver	4.512790e-05	3.733110e-06	2	4.510650e-05	3.730890e-06	2	2.673020e-04	2.267250e-05	2	false
233           	smoothSolver	4.444320e-05	3.677950e-06	2	4.442410e-05	3.675920e-06	2	2.669830e-04	2.264450e-05	2	false
234           	smoothSolver	4.373350e-05	3.620370e-06	2	4.373450e-05	3.619580e-06	2	2.666610e-04	2.261610e-05	2	false
235           	smoothSolver	4.306970e-05	3.565850e-06	2	4.308220e-05	3.566410e-06	2	2.663440e-04	2.258820e-05	2	false
236           	smoothSolver	4.247950e-05	3.517170e-06	2	4.243930e-05	3.513050e-06	2	2.660470e-04	2.256190e-05	2	false
237           	smoothSolver	4.187950e-05	3.468060e-06	2	4.187270e-05	3.466670e-06	2	2.657480e-04	2.253550e-05	2	false
238           	smoothSolver	4.124770e-05	3.415640e-06	2	4.125680e-05	3.416060e-06	2	2.654300e-04	2.250770e-05	2	false
239           	smoothSolver	4.067670e-05	3.364990e-06	2	4.067660e-05	3.364940e-06	2	2.651320e-04	2.248150e-05	2	false
240           	smoothSolver	4.005090e-05	3.309900e-06	2	4.008650e-05	3.312460e-06	2	2.648370e-04	2.245550e-05	2	false
241           	smoothSolver	3.953130e-05	3.263220e-06	2	3.953040e-05	3.263210e-06	2	2.645420e-04	2.242970e-05	2	false
242           	smoothSolver	3.897280e-05	3.214610e-06	2	3.896480e-05	3.212910e-06	2	2.642460e-04	2.240370e-05	2	false
243           	smoothSolver	3.845780e-05	3.170970e-06	2	3.845610e-05	3.170210e-06	2	2.639540e-04	2.237810e-05	2	false
244           	smoothSolver	3.788540e-05	3.122990e-06	2	3.789530e-05	3.123150e-06	2	2.636520e-04	2.235180e-05	2	false
245           	smoothSolver	3.735410e-05	3.080030e-06	2	3.730010e-05	3.075550e-06	2	2.633630e-04	2.232650e-05	2	false
246           	smoothSolver	3.681160e-05	3.036600e-06	2	3.677670e-05	3.033430e-06	2	2.630770e-04	2.230140e-05	2	false
247           	smoothSolver	3.627170e-05	2.993920e-06	2	3.629430e-05	2.995760e-06	2	2.627920e-04	2.227650e-05	2	false
248           	smoothSolver	3.581760e-05	2.955660e-06	2	3.582840e-05	2.956090e-06	2	2.625240e-04	2.225300e-05	2	false
249           	smoothSolver	3.540370e-05	2.920370e-06	2	3.539470e-05	2.919140e-06	2	2.622380e-04	2.222800e-05	2	false
250           	smoothSolver	3.497690e-05	2.885660e-06	2	3.496160e-05	2.883570e-06	2	2.619590e-04	2.220370e-05	2	false
251           	smoothSolver	3.451570e-05	2.846320e-06	2	3.451970e-05	2.845870e-06	2	2.616760e-04	2.217910e-05	2	false
252           	smoothSolver	3.406610e-05	2.808150e-06	2	3.408670e-05	2.809650e-06	2	2.613890e-04	2.215420e-05	2	false
253           	smoothSolver	3.364160e-05	2.773310e-06	2	3.361960e-05	2.771130e-06	2	2.611280e-04	2.213140e-05	2	false
254           	smoothSolver	3.321920e-05	2.737920e-06	2	3.322040e-05	2.738650e-06	2	2.608520e-04	2.210740e-05	2	false
255           	smoothSolver	3.285700e-05	2.707700e-06	2	3.284760e-05	2.706790e-06	2	2.605810e-04	2.208380e-05	2	false
256           	smoothSolver	3.248460e-05	2.676040e-06	2	3.248140e-05	2.674950e-06	2	2.603000e-04	2.205950e-05	2	false
257           	smoothSolver	3.211210e-05	2.644810e-06	2	3.207840e-05	2.641320e-06	2	2.600440e-04	2.203710e-05	2	false
258           	smoothSolver	3.168500e-05	2.608380e-06	2	3.169470e-05	2.609100e-06	2	2.597770e-04	2.201400e-05	2	false
259           	smoothSolver	3.130560e-05	2.575530e-06	2	3.130850e-05	2.575620e-06	2	2.595170e-04	2.199130e-05	2	false
260           	smoothSolver	3.098730e-05	2.547570e-06	2	3.096740e-05	2.546130e-06	2	2.592400e-04	2.196750e-05	2	false
261           	smoothSolver	3.066460e-05	2.520740e-06	2	3.067580e-05	2.521510e-06	2	2.589740e-04	2.194440e-05	2	false
262           	smoothSolver	3.031790e-05	2.491100e-06	2	3.032740e-05	2.492270e-06	2	2.587190e-04	2.192230e-05	2	false
263           	smoothSolver	2.995380e-05	2.461470e-06	2	2.994410e-05	2.459870e-06	2	2.584680e-04	2.190050e-05	2	false
264           	smoothSolver	2.962320e-05	2.433430e-06	2	2.960870e-05	2.430820e-06	2	2.581940e-04	2.187700e-05	2	false
265           	smoothSolver	2.932280e-05	2.409650e-06	2	2.929410e-05	2.405890e-06	2	2.579300e-04	2.185410e-05	2	false
266           	smoothSolver	2.902030e-05	2.385800e-06	2	2.901180e-05	2.384360e-06	2	2.576820e-04	2.183260e-05	2	false
267           	smoothSolver	2.871740e-05	2.361390e-06	2	2.873810e-05	2.363400e-06	2	2.574280e-04	2.181060e-05	2	false
268           	smoothSolver	2.841400e-05	2.338080e-06	2	2.839310e-05	2.336220e-06	2	2.571830e-04	2.178940e-05	2	false
269           	smoothSolver	2.811830e-05	2.315370e-06	2	2.807380e-05	2.311330e-06	2	2.569260e-04	2.176730e-05	2	false
270           	smoothSolver	2.782810e-05	2.291830e-06	2	2.780710e-05	2.290160e-06	2	2.566650e-04	2.174490e-05	2	false
271           	smoothSolver	2.752900e-05	2.267740e-06	2	2.753830e-05	2.268480e-06	2	2.564050e-04	2.172250e-05	2	false
272           	smoothSolver	2.728710e-05	2.248840e-06	2	2.726650e-05	2.246220e-06	2	2.561660e-04	2.170180e-05	2	false
273           	smoothSolver	2.701350e-05	2.226130e-06	2	2.701220e-05	2.225190e-06	2	2.559160e-04	2.168020e-05	2	false
274           	smoothSolver	2.676560e-05	2.205350e-06	2	2.676330e-05	2.205020e-06	2	2.556670e-04	2.165880e-05	2	false
275           	smoothSolver	2.651650e-05	2.185480e-06	2	2.655150e-05	2.188240e-06	2	2.554180e-04	2.163740e-05	2	false
276           	smoothSolver	2.628590e-05	2.166830e-06	2	2.625540e-05	2.163290e-06	2	2.551690e-04	2.161600e-05	2	false
277           	smoothSolver	2.603800e-05	2.146960e-06	2	2.602660e-05	2.145100e-06	2	2.549310e-04	2.159540e-05	2	false
278           	smoothSolver	2.585840e-05	2.133140e-06	2	2.583060e-05	2.129790e-06	2	2.546820e-04	2.157410e-05	2	false
279           	smoothSolver	2.559930e-05	2.112260e-06	2	2.560180e-05	2.112570e-06	2	2.544310e-04	2.155250e-05	2	false
280           	smoothSolver	2.539600e-05	2.097180e-06	2	2.538480e-05	2.096050e-06	2	2.541850e-04	2.153140e-05	2	false
281           	smoothSolver	2.516280e-05	2.077940e-06	2	2.512410e-05	2.074350e-06	2	2.539500e-04	2.151120e-05	2	false
282           	smoothSolver	2.494050e-05	2.059930e-06	2	2.493250e-05	2.059200e-06	2	2.537120e-04	2.149070e-05	2	false
283           	smoothSolver	2.476440e-05	2.045010e-06	2	2.475580e-05	2.044300e-06	2	2.534690e-04	2.146980e-05	2	false
284           	smoothSolver	2.457280e-05	2.029230e-06	2	2.454310e-05	2.026390e-06	2	2.532330e-04	2.144960e-05	2	false
285           	smoothSolver	2.438580e-05	2.011610e-06	2	2.442130e-05	2.014790e-06	2	2.529840e-04	2.142830e-05	2	false
286           	smoothSolver	2.423890e-05	1.998500e-06	2	2.419440e-05	1.994690e-06	2	2.527440e-04	2.140770e-05	2	false
287           	smoothSolver	2.410330e-05	1.986640e-06	2	2.399110e-05	1.976250e-06	2	2.525010e-04	2.138690e-05	2	false
288           	smoothSolver	2.386420e-05	1.965910e-06	2	2.383220e-05	1.962810e-06	2	2.522750e-04	2.136750e-05	2	false
289           	smoothSolver	2.363000e-05	1.946430e-06	2	2.366790e-05	1.949970e-06	2	2.520430e-04	2.134750e-05	2	false
290           	smoothSolver	2.343930e-05	1.931850e-06	2	2.351490e-05	1.938980e-06	2	2.517970e-04	2.132660e-05	2	false
291           	smoothSolver	2.331050e-05	1.922800e-06	2	2.328890e-05	1.920510e-06	2	2.515620e-04	2.130640e-05	2	false
292           	smoothSolver	2.313810e-05	1.909730e-06	2	2.311830e-05	1.907430e-06	2	2.513270e-04	2.128630e-05	2	false
293           	smoothSolver	2.297640e-05	1.895660e-06	2	2.294360e-05	1.892240e-06	2	2.510970e-04	2.126660e-05	2	false
294           	smoothSolver	2.281980e-05	1.882660e-06	2	2.282160e-05	1.882650e-06	2	2.508660e-04	2.124690e-05	2	false
295           	smoothSolver	2.264420e-05	1.867620e-06	2	2.266370e-05	1.869820e-06	2	2.506260e-04	2.122640e-05	2	false
296           	smoothSolver	2.248650e-05	1.855020e-06	2	2.248850e-05	1.854640e-06	2	2.503950e-04	2.120660e-05	2	false
297           	smoothSolver	2.232060e-05	1.841570e-06	2	2.235800e-05	1.844520e-06	2	2.501670e-04	2.118700e-05	2	false
298           	smoothSolver	2.220640e-05	1.832190e-06	2	2.220560e-05	1.831940e-06	2	2.499300e-04	2.116690e-05	2	false
299           	smoothSolver	2.207670e-05	1.821330e-06	2	2.204160e-05	1.818050e-06	2	2.496940e-04	2.114680e-05	2	false
300           	smoothSolver	2.194400e-05	1.811200e-06	2	2.191290e-05	1.807610e-06	2	2.494740e-04	2.112790e-05	2	false
301           	smoothSolver	2.182530e-05	1.801990e-06	2	2.182490e-05	1.801380e-06	2	2.492410e-04	2.110800e-05	2	false
302           	smoothSolver	2.163890e-05	1.785500e-06	2	2.170780e-05	1.791860e-06	2	2.490120e-04	2.108840e-05	2	false
303           	smoothSolver	2.149180e-05	1.774590e-06	2	2.153140e-05	1.778500e-06	2	2.487790e-04	2.106860e-05	2	false
304           	smoothSolver	2.140730e-05	1.768570e-06	2	2.137830e-05	1.765590e-06	2	2.485560e-04	2.104950e-05	2	false
305           	smoothSolver	2.132570e-05	1.761990e-06	2	2.127200e-05	1.756210e-06	2	2.483210e-04	2.102950e-05	2	false
306           	smoothSolver	2.115120e-05	1.747990e-06	2	2.113780e-05	1.746260e-06	2	2.480910e-04	2.100990e-05	2	false
307           	smoothSolver	2.102590e-05	1.737450e-06	2	2.106250e-05	1.740770e-06	2	2.478790e-04	2.099170e-05	2	false
308           	smoothSolver	2.090440e-05	1.726320e-06	2	2.096300e-05	1.731800e-06	2	2.476560e-04	2.097260e-05	2	false
309           	smoothSolver	2.081550e-05	1.718250e-06	2	2.084930e-05	1.720820e-06	2	2.474120e-04	2.095200e-05	2	false
310           	smoothSolver	2.073220e-05	1.711330e-06	2	2.072550e-05	1.710420e-06	2	2.471870e-04	2.093280e-05	2	false
311           	smoothSolver	2.058770e-05	1.699740e-06	2	2.058630e-05	1.699160e-06	2	2.469700e-04	2.091420e-05	2	false
312           	smoothSolver	2.048880e-05	1.692040e-06	2	2.048070e-05	1.691040e-06	2	2.467490e-04	2.089530e-05	2	false
313           	smoothSolver	2.038250e-05	1.683800e-06	2	2.037110e-05	1.682080e-06	2	2.465160e-04	2.087560e-05	2	false
314           	smoothSolver	2.029320e-05	1.675860e-06	2	2.024180e-05	1.671090e-06	2	2.462930e-04	2.085660e-05	2	false
315           	smoothSolver	2.019990e-05	1.668790e-06	2	2.019040e-05	1.667240e-06	2	2.460640e-04	2.083710e-05	2	false
316           	smoothSolver	2.011870e-05	1.660820e-06	2	2.014380e-05	1.663580e-06	2	2.458490e-04	2.081870e-05	2	false
317           	smoothSolver	2.004440e-05	1.655140e-06	2	2.003940e-05	1.655020e-06	2	2.456220e-04	2.079940e-05	2	false
318           	smoothSolver	1.992280e-05	1.643920e-06	2	1.989940e-05	1.641770e-06	2	2.453940e-04	2.078000e-05	2	false
319           	smoothSolver	1.985280e-05	1.637070e-06	2	1.982390e-05	1.634100e-06	2	2.451890e-04	2.076240e-05	2	false
320           	smoothSolver	1.977240e-05	1.630430e-06	2	1.972270e-05	1.626240e-06	2	2.449700e-04	2.074370e-05	2	false
321           	smoothSolver	1.962720e-05	1.618180e-06	2	1.962760e-05	1.618560e-06	2	2.447420e-04	2.072440e-05	2	false
322           	smoothSolver	1.955770e-05	1.613120e-06	2	1.951480e-05	1.608580e-06	2	2.444960e-04	2.070360e-05	2	false
323           	smoothSolver	1.948400e-05	1.607580e-06	2	1.945350e-05	1.604440e-06	2	2.442810e-04	2.068530e-05	2	false
324           	smoothSolver	1.936640e-05	1.597560e-06	2	1.937140e-05	1.598620e-06	2	2.440760e-04	2.066760e-05	2	false
325           	smoothSolver	1.926850e-05	1.590170e-06	2	1.929090e-05	1.592260e-06	2	2.438700e-04	2.065000e-05	2	false
326           	smoothSolver	1.920340e-05	1.584730e-06	2	1.921440e-05	1.585980e-06	2	2.436420e-04	2.063070e-05	2	false
327           	smoothSolver	1.911960e-05	1.578160e-06	2	1.912440e-05	1.577930e-06	2	2.434110e-04	2.061120e-05	2	false
328           	smoothSolver	1.904570e-05	1.571490e-06	2	1.907060e-05	1.573540e-06	2	2.431800e-04	2.059150e-05	2	false
329           	smoothSolver	1.896580e-05	1.564730e-06	2	1.896380e-05	1.564400e-06	2	2.429710e-04	2.057360e-05	2	false
330           	smoothSolver	1.892270e-05	1.560160e-06	2	1.892770e-05	1.560360e-06	2	2.427680e-04	2.055630e-05	2	false
331           	smoothSolver	1.885930e-05	1.555080e-06	2	1.885820e-05	1.554520e-06	2	2.425520e-04	2.053790e-05	2	false
332           	smoothSolver	1.879710e-05	1.549880e-06	2	1.878700e-05	1.548170e-06	2	2.423190e-04	2.051820e-05	2	false
333           	smoothSolver	1.873380e-05	1.543750e-06	2	1.871060e-05	1.541960e-06	2	2.421010e-04	2.049970e-05	2	false
334           	smoothSolver	1.863840e-05	1.536110e-06	2	1.863490e-05	1.535990e-06	2	2.418790e-04	2.048080e-05	2	false
335           	smoothSolver	1.855000e-05	1.529060e-06	2	1.857630e-05	1.531570e-06	2	2.416610e-04	2.046230e-05	2	false
336           	smoothSolver	1.846240e-05	1.521560e-06	2	1.849300e-05	1.524290e-06	2	2.414510e-04	2.044440e-05	2	false
337           	smoothSolver	1.841330e-05	1.517210e-06	2	1.842890e-05	1.518180e-06	2	2.412400e-04	2.042640e-05	2	false
338           	smoothSolver	1.840570e-05	1.516910e-06	2	1.837570e-05	1.514690e-06	2	2.410180e-04	2.040760e-05	2	false
339           	smoothSolver	1.834190e-05	1.511410e-06	2	1.827300e-05	1.505690e-06	2	2.408000e-04	2.038900e-05	2	false
340           	smoothSolver	1.822150e-05	1.501430e-06	2	1.825000e-05	1.503650e-06	2	2.405910e-04	2.037120e-05	2	false
341           	smoothSolver	1.814950e-05	1.494930e-06	2	1.818030e-05	1.497670e-06	2	2.403650e-04	2.035200e-05	2	false
342           	smoothSolver	1.810600e-05	1.491800e-06	2	1.810310e-05	1.490860e-06	2	2.401580e-04	2.033430e-05	2	false
343           	smoothSolver	1.806120e-05	1.488510e-06	2	1.805970e-05	1.487890e-06	2	2.399420e-04	2.031600e-05	2	false
344           	smoothSolver	1.800150e-05	1.483280e-06	2	1.798080e-05	1.481730e-06	2	2.397230e-04	2.029740e-05	2	false
345           	smoothSolver	1.796140e-05	1.480220e-06	2	1.792460e-05	1.477230e-06	2	2.395160e-04	2.027970e-05	2	false
346           	smoothSolver	1.791300e-05	1.476900e-06	2	1.790810e-05	1.476210e-06	2	2.392930e-04	2.026080e-05	2	false
347           	smoothSolver	1.785350e-05	1.471180e-06	2	1.785180e-05	1.471090e-06	2	2.390710e-04	2.024200e-05	2	false
348           	smoothSolver	1.779440e-05	1.466970e-06	2	1.779840e-05	1.467760e-06	2	2.388780e-04	2.022540e-05	2	false
349           	smoothSolver	1.770060e-05	1.458870e-06	2	1.772770e-05	1.461190e-06	2	2.386620e-04	2.020710e-05	2	false
350           	smoothSolver	1.768270e-05	1.455060e-06	2	1.769340e-05	1.455740e-06	2	2.384370e-04	2.018810e-05	2	false
351           	smoothSolver	1.766680e-05	1.453640e-06	2	1.765400e-05	1.452350e-06	2	2.382200e-04	2.016970e-05	2	false
352           	smoothSolver	1.762830e-05	1.450960e-06	2	1.760750e-05	1.449130e-06	2	2.380130e-04	2.015190e-05	2	false
353           	smoothSolver	1.755910e-05	1.445250e-06	2	1.757790e-05	1.446530e-06	2	2.378000e-04	2.013380e-05	2	false
354           	smoothSolver	1.749550e-05	1.439760e-06	2	1.751800e-05	1.441710e-06	2	2.375950e-04	2.011630e-05	2	false
355           	smoothSolver	1.743730e-05	1.434970e-06	2	1.742540e-05	1.434110e-06	2	2.373760e-04	2.009780e-05	2	false
356           	smoothSolver	1.739460e-05	1.431600e-06	2	1.741730e-05	1.432850e-06	2	2.371630e-04	2.007970e-05	2	false
357           	smoothSolver	1.736910e-05	1.429380e-06	2	1.734280e-05	1.426350e-06	2	2.369530e-04	2.006180e-05	2	false
358           	smoothSolver	1.729960e-05	1.423170e-06	2	1.731590e-05	1.423750e-06	2	2.367390e-04	2.004370e-05	2	false
359           	smoothSolver	1.723710e-05	1.417180e-06	2	1.725610e-05	1.418970e-06	2	2.365180e-04	2.002490e-05	2	false
360           	smoothSolver	1.719950e-05	1.414030e-06	2	1.721330e-05	1.415160e-06	2	2.363160e-04	2.000760e-05	2	false
361           	smoothSolver	1.717510e-05	1.411690e-06	2	1.714800e-05	1.409460e-06	2	2.361200e-04	1.999090e-05	2	false
362           	smoothSolver	1.713580e-05	1.408960e-06	2	1.708890e-05	1.404680e-06	2	2.358930e-04	1.997170e-05	2	false
363           	smoothSolver	1.705540e-05	1.402260e-06	2	1.706780e-05	1.403350e-06	2	2.356730e-04	1.995310e-05	2	false
364           	smoothSolver	1.702500e-05	1.400740e-06	2	1.707270e-05	1.404420e-06	2	2.354790e-04	1.993640e-05	2	false
365           	smoothSolver	1.697810e-05	1.397020e-06	2	1.699000e-05	1.397760e-06	2	2.352650e-04	1.991830e-05	2	false
366           	smoothSolver	1.694180e-05	1.394430e-06	2	1.692490e-05	1.392270e-06	2	2.350490e-04	1.989990e-05	2	false
367           	smoothSolver	1.691690e-05	1.392310e-06	2	1.690070e-05	1.390970e-06	2	2.348470e-04	1.988270e-05	2	false
368           	smoothSolver	1.684840e-05	1.385750e-06	2	1.686380e-05	1.387780e-06	2	2.346360e-04	1.986480e-05	2	false
369           	smoothSolver	1.681960e-05	1.383840e-06	2	1.682030e-05	1.384130e-06	2	2.344130e-04	1.984590e-05	2	false
370           	smoothSolver	1.682230e-05	1.384010e-06	2	1.680380e-05	1.382310e-06	2	2.342060e-04	1.982820e-05	2	false
371           	smoothSolver	1.677600e-05	1.379130e-06	2	1.677760e-05	1.379220e-06	2	2.340070e-04	1.981120e-05	2	false
372           	smoothSolver	1.674490e-05	1.376370e-06	2	1.672660e-05	1.374840e-06	2	2.338070e-04	1.979420e-05	2	false
373           	smoothSolver	1.669950e-05	1.372810e-06	2	1.669390e-05	1.371690e-06	2	2.335880e-04	1.977560e-05	2	false
374           	smoothSolver	1.665790e-05	1.368630e-06	2	1.665410e-05	1.368390e-06	2	2.333670e-04	1.975690e-05	2	false
375           	smoothSolver	1.662130e-05	1.365690e-06	2	1.659040e-05	1.362970e-06	2	2.331600e-04	1.973930e-05	2	false
376           	smoothSolver	1.656910e-05	1.361820e-06	2	1.655560e-05	1.360230e-06	2	2.329630e-04	1.972240e-05	2	false
377           	smoothSolver	1.652110e-05	1.357350e-06	2	1.655050e-05	1.359400e-06	2	2.327640e-04	1.970540e-05	2	false
378           	smoothSolver	1.650020e-05	1.355430e-06	2	1.648670e-05	1.354620e-06	2	2.325460e-04	1.968700e-05	2	false
379           	smoothSolver	1.647920e-05	1.352440e-06	2	1.644880e-05	1.349680e-06	2	2.323350e-04	1.966910e-05	2	false
380           	smoothSolver	1.646640e-05	1.351300e-06	2	1.643090e-05	1.348020e-06	2	2.321200e-04	1.965080e-05	2	false
381           	smoothSolver	1.638990e-05	1.344320e-06	2	1.639170e-05	1.345050e-06	2	2.319080e-04	1.963280e-05	2	false
382           	smoothSolver	1.635890e-05	1.342310e-06	2	1.639250e-05	1.345310e-06	2	2.317050e-04	1.961540e-05	2	false
383           	smoothSolver	1.631940e-05	1.340100e-06	2	1.634160e-05	1.341920e-06	2	2.315090e-04	1.959870e-05	2	false
384           	smoothSolver	1.627340e-05	1.337220e-06	2	1.624340e-05	1.334200e-06	2	2.313070e-04	1.958150e-05	2	false
385           	smoothSolver	1.626130e-05	1.335670e-06	2	1.622400e-05	1.333140e-06	2	2.311040e-04	1.956420e-05	2	false
386           	smoothSolver	1.621580e-05	1.331700e-06	2	1.623260e-05	1.333520e-06	2	2.308870e-04	1.954580e-05	2	false
387           	smoothSolver	1.620900e-05	1.331660e-06	2	1.618910e-05	1.329640e-06	2	2.306690e-04	1.952730e-05	2	false
388           	smoothSolver	1.617550e-05	1.329340e-06	2	1.615820e-05	1.327480e-06	2	2.304660e-04	1.951000e-05	2	false
389           	smoothSolver	1.614120e-05	1.326720e-06	2	1.612440e-05	1.324250e-06	2	2.302670e-04	1.949300e-05	2	false
390           	smoothSolver	1.608530e-05	1.320360e-06	2	1.611530e-05	1.322640e-06	2	2.300650e-04	1.947580e-05	2	false
391           	smoothSolver	1.609620e-05	1.321210e-06	2	1.606450e-05	1.318150e-06	2	2.298570e-04	1.945810e-05	2	false
392           	smoothSolver	1.605140e-05	1.316730e-06	2	1.601670e-05	1.314110e-06	2	2.296360e-04	1.943940e-05	2	false
393           	smoothSolver	1.601300e-05	1.313050e-06	2	1.601560e-05	1.313680e-06	2	2.294400e-04	1.942260e-05	2	false
394           	smoothSolver	1.598750e-05	1.311280e-06	2	1.598180e-05	1.310560e-06	2	2.292370e-04	1.940540e-05	2	false
395           	smoothSolver	1.594610e-05	1.307460e-06	2	1.597360e-05	1.309850e-06	2	2.290400e-04	1.938850e-05	2	false
396           	smoothSolver	1.592180e-05	1.305830e-06	2	1.591880e-05	1.305080e-06	2	2.288340e-04	1.937100e-05	2	false
397           	smoothSolver	1.589910e-05	1.303810e-06	2	1.589470e-05	1.302560e-06	2	2.286120e-04	1.935220e-05	2	false
398           	smoothSolver	1.585960e-05	1.299670e-06	2	1.585700e-05	1.298960e-06	2	2.284050e-04	1.933460e-05	2	false
399           	smoothSolver	1.584290e-05	1.297920e-06	2	1.581180e-05	1.294910e-06	2	2.282030e-04	1.931730e-05	2	false
400           	smoothSolver	1.581610e-05	1.296660e-06	2	1.578570e-05	1.292920e-06	2	2.280050e-04	1.930040e-05	2	false
401           	smoothSolver	1.577320e-05	1.292750e-06	2	1.578160e-05	1.292830e-06	2	2.278130e-04	1.928400e-05	2	false
402           	smoothSolver	1.572480e-05	1.288670e-06	2	1.575810e-05	1.291540e-06	2	2.276020e-04	1.926610e-05	2	false
403           	smoothSolver	1.568030e-05	1.285070e-06	2	1.569580e-05	1.285910e-06	2	2.273890e-04	1.924800e-05	2	false
404           	smoothSolver	1.567700e-05	1.285860e-06	2	1.564520e-05	1.282430e-06	2	2.271830e-04	1.923050e-05	2	false
405           	smoothSolver	1.571410e-05	1.289590e-06	2	1.564630e-05	1.283250e-06	2	2.269820e-04	1.921330e-05	2	false
406           	smoothSolver	1.562040e-05	1.281400e-06	2	1.562790e-05	1.281990e-06	2	2.267820e-04	1.919620e-05	2	false
407           	smoothSolver	1.560920e-05	1.280620e-06	2	1.556750e-05	1.276320e-06	2	2.265810e-04	1.917910e-05	2	false
408           	smoothSolver	1.558110e-05	1.276460e-06	2	1.556440e-05	1.275010e-06	2	2.263710e-04	1.916130e-05	2	false
409           	smoothSolver	1.555920e-05	1.274060e-06	2	1.557830e-05	1.275530e-06	2	2.261690e-04	1.914410e-05	2	false
410           	smoothSolver	1.555120e-05	1.273500e-06	2	1.555370e-05	1.273550e-06	2	2.259590e-04	1.912620e-05	2	false
