# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   
411           	smoothSolver	1.551530e-05	1.270380e-06	2	1.553220e-05	1.272440e-06	2	2.257650e-04	1.910960e-05	2	false
412           	smoothSolver	1.548980e-05	1.268190e-06	2	1.549010e-05	1.268670e-06	2	2.255750e-04	1.909330e-05	2	false
413           	smoothSolver	1.547370e-05	1.266820e-06	2	1.546190e-05	1.265740e-06	2	2.253630e-04	1.907530e-05	2	false
414           	smoothSolver	1.542160e-05	1.262300e-06	2	1.545140e-05	1.264890e-06	2	2.251500e-04	1.905730e-05	2	false
415           	smoothSolver	1.540790e-05	1.260790e-06	2	1.540580e-05	1.260790e-06	2	2.249500e-04	1.904020e-05	2	false
416           	smoothSolver	1.541730e-05	1.262000e-06	2	1.536760e-05	1.257190e-06	2	2.247490e-04	1.902300e-05	2	false
417           	smoothSolver	1.537590e-05	1.258900e-06	2	1.534940e-05	1.255800e-06	2	2.245500e-04	1.900610e-05	2	false
418           	smoothSolver	1.533730e-05	1.254690e-06	2	1.533610e-05	1.254090e-06	2	2.243550e-04	1.898940e-05	2	false
419           	smoothSolver	1.527650e-05	1.249290e-06	2	1.528950e-05	1.250350e-06	2	2.241420e-04	1.897140e-05	2	false
420           	smoothSolver	1.526870e-05	1.248950e-06	2	1.527280e-05	1.249450e-06	2	2.239380e-04	1.895400e-05	2	false
421           	smoothSolver	1.524480e-05	1.247410e-06	2	1.523460e-05	1.245790e-06	2	2.237390e-04	1.893700e-05	2	false
422           	smoothSolver	1.524140e-05	1.247740e-06	2	1.521820e-05	1.245370e-06	2	2.235530e-04	1.892110e-05	2	false
423           	smoothSolver	1.520210e-05	1.244600e-06	2	1.519660e-05	1.244220e-06	2	2.233380e-04	1.890280e-05	2	false
424           	smoothSolver	1.513760e-05	1.239030e-06	2	1.517890e-05	1.243130e-06	2	2.231340e-04	1.888540e-05	2	false
425           	smoothSolver	1.513190e-05	1.238790e-06	2	1.514010e-05	1.238840e-06	2	2.229340e-04	1.886840e-05	2	false
426           	smoothSolver	1.511510e-05	1.237140e-06	2	1.510360e-05	1.236200e-06	2	2.227310e-04	1.885110e-05	2	false
427           	smoothSolver	1.508760e-05	1.234490e-06	2	1.510700e-05	1.236320e-06	2	2.225320e-04	1.883410e-05	2	false
428           	smoothSolver	1.512090e-05	1.236980e-06	2	1.512620e-05	1.237300e-06	2	2.223390e-04	1.881760e-05	2	false
429           	smoothSolver	1.505990e-05	1.231520e-06	2	1.507700e-05	1.233580e-06	2	2.221400e-04	1.880060e-05	2	false
430           	smoothSolver	1.505920e-05	1.231030e-06	2	1.505830e-05	1.230070e-06	2	2.219260e-04	1.878250e-05	2	false
431           	smoothSolver	1.505930e-05	1.229750e-06	2	1.501600e-05	1.225760e-06	2	2.217310e-04	1.876580e-05	2	false
432           	smoothSolver	1.503070e-05	1.227610e-06	2	1.500970e-05	1.225470e-06	2	2.215320e-04	1.874880e-05	2	false
433           	smoothSolver	1.497560e-05	1.221970e-06	2	1.501260e-05	1.225220e-06	2	2.213320e-04	1.873180e-05	2	false
434           	smoothSolver	1.495980e-05	1.220520e-06	2	1.499240e-05	1.223550e-06	2	2.211230e-04	1.871400e-05	2	false
435           	smoothSolver	1.498840e-05	1.222350e-06	2	1.496980e-05	1.219970e-06	2	2.209330e-04	1.869770e-05	2	false
436           	smoothSolver	1.496380e-05	1.219880e-06	2	1.494830e-05	1.217970e-06	2	2.207390e-04	1.868110e-05	2	false
437           	smoothSolver	1.490530e-05	1.214440e-06	2	1.490970e-05	1.214690e-06	2	2.205400e-04	1.866410e-05	2	false
438           	smoothSolver	1.489360e-05	1.213460e-06	2	1.486750e-05	1.211190e-06	2	2.203310e-04	1.864640e-05	2	false
439           	smoothSolver	1.484270e-05	1.208840e-06	2	1.483770e-05	1.208440e-06	2	2.201250e-04	1.862890e-05	2	false
440           	smoothSolver	1.487040e-05	1.212300e-06	2	1.485760e-05	1.210590e-06	2	2.199310e-04	1.861230e-05	2	false
441           	smoothSolver	1.481170e-05	1.207870e-06	2	1.481070e-05	1.206960e-06	2	2.197440e-04	1.859620e-05	2	false
442           	smoothSolver	1.476620e-05	1.204070e-06	2	1.478330e-05	1.204630e-06	2	2.195450e-04	1.857930e-05	2	false
443           	smoothSolver	1.476680e-05	1.204190e-06	2	1.474850e-05	1.202690e-06	2	2.193370e-04	1.856160e-05	2	false
444           	smoothSolver	1.474290e-05	1.201880e-06	2	1.474800e-05	1.202300e-06	2	2.191330e-04	1.854430e-05	2	false
445           	smoothSolver	1.471810e-05	1.199440e-06	2	1.470850e-05	1.199160e-06	2	2.189390e-04	1.852770e-05	2	false
446           	smoothSolver	1.471190e-05	1.198910e-06	2	1.466520e-05	1.194310e-06	2	2.187470e-04	1.851120e-05	2	false
447           	smoothSolver	1.471330e-05	1.198360e-06	2	1.465210e-05	1.192410e-06	2	2.185420e-04	1.849380e-05	2	false
448           	smoothSolver	1.466000e-05	1.192330e-06	2	1.469340e-05	1.195440e-06	2	2.183380e-04	1.847650e-05	2	false
449           	smoothSolver	1.464580e-05	1.190690e-06	2	1.468540e-05	1.193920e-06	2	2.181550e-04	1.846070e-05	2	false
450           	smoothSolver	1.464880e-05	1.190700e-06	2	1.467040e-05	1.191910e-06	2	2.179530e-04	1.844350e-05	2	false
451           	smoothSolver	1.462870e-05	1.187530e-06	2	1.464840e-05	1.189130e-06	2	2.177550e-04	1.842660e-05	2	false
452           	smoothSolver	1.462030e-05	1.187410e-06	2	1.459870e-05	1.185080e-06	2	2.175590e-04	1.840990e-05	2	false
453           	smoothSolver	1.460750e-05	1.185220e-06	2	1.457830e-05	1.182810e-06	2	2.173550e-04	1.839260e-05	2	false
454           	smoothSolver	1.457760e-05	1.182520e-06	2	1.456700e-05	1.181740e-06	2	2.171600e-04	1.837590e-05	2	false
455           	smoothSolver	1.454340e-05	1.179550e-06	2	1.456760e-05	1.181220e-06	2	2.169520e-04	1.835830e-05	2	false
456           	smoothSolver	1.453810e-05	1.179070e-06	2	1.455650e-05	1.180430e-06	2	2.167730e-04	1.834280e-05	2	false
457           	smoothSolver	1.451160e-05	1.176530e-06	2	1.449230e-05	1.174390e-06	2	2.165750e-04	1.832600e-05	2	false
458           	smoothSolver	1.448920e-05	1.174860e-06	2	1.451680e-05	1.177670e-06	2	2.163730e-04	1.830880e-05	2	false
459           	smoothSolver	1.450360e-05	1.176580e-06	2	1.450310e-05	1.176340e-06	2	2.161750e-04	1.829190e-05	2	false
460           	smoothSolver	1.446100e-05	1.173320e-06	2	1.442770e-05	1.170410e-06	2	2.159830e-04	1.827550e-05	2	false
461           	smoothSolver	1.444820e-05	1.173030e-06	2	1.444260e-05	1.171460e-06	2	2.157720e-04	1.825760e-05	2	false
462           	smoothSolver	1.446660e-05	1.173990e-06	2	1.444950e-05	1.172400e-06	2	2.155800e-04	1.824120e-05	2	false
463           	smoothSolver	1.437660e-05	1.166090e-06	2	1.439810e-05	1.167050e-06	2	2.153970e-04	1.822540e-05	2	false
464           	smoothSolver	1.438560e-05	1.166470e-06	2	1.438340e-05	1.166180e-06	2	2.152040e-04	1.820900e-05	2	false
465           	smoothSolver	1.441090e-05	1.168910e-06	2	1.436400e-05	1.164980e-06	2	2.149960e-04	1.819130e-05	2	false
466           	smoothSolver	1.440980e-05	1.167900e-06	2	1.435460e-05	1.162990e-06	2	2.147870e-04	1.817360e-05	2	false
467           	smoothSolver	1.437530e-05	1.165330e-06	2	1.433280e-05	1.160910e-06	2	2.146090e-04	1.815820e-05	2	false
468           	smoothSolver	1.432440e-05	1.160110e-06	2	1.433560e-05	1.160870e-06	2	2.144300e-04	1.814280e-05	2	false
469           	smoothSolver	1.431760e-05	1.158570e-06	2	1.434610e-05	1.161060e-06	2	2.142210e-04	1.812510e-05	2	false
470           	smoothSolver	1.430790e-05	1.158070e-06	2	1.427950e-05	1.155040e-06	2	2.140150e-04	1.810770e-05	2	false
471           	smoothSolver	1.435980e-05	1.162670e-06	2	1.430100e-05	1.157050e-06	2	2.138020e-04	1.808960e-05	2	false
472           	smoothSolver	1.430080e-05	1.157240e-06	2	1.430020e-05	1.156820e-06	2	2.136290e-04	1.807470e-05	2	false
473           	smoothSolver	1.426810e-05	1.155090e-06	2	1.427450e-05	1.155260e-06	2	2.134550e-04	1.805960e-05	2	false
474           	smoothSolver	1.422820e-05	1.151260e-06	2	1.424690e-05	1.153640e-06	2	2.132410e-04	1.804160e-05	2	false
475           	smoothSolver	1.420780e-05	1.150890e-06	2	1.421080e-05	1.150420e-06	2	2.130350e-04	1.802410e-05	2	false
476           	smoothSolver	1.421690e-05	1.152700e-06	2	1.420880e-05	1.151960e-06	2	2.128340e-04	1.800700e-05	2	false
477           	smoothSolver	1.421000e-05	1.153650e-06	2	1.419640e-05	1.151960e-06	2	2.126580e-04	1.799170e-05	2	false
478           	smoothSolver	1.416930e-05	1.151180e-06	2	1.417660e-05	1.151310e-06	2	2.124660e-04	1.797540e-05	2	false
479           	smoothSolver	1.417340e-05	1.152340e-06	2	1.416570e-05	1.150940e-06	2	2.122770e-04	1.795930e-05	2	false
480           	smoothSolver	1.410310e-05	1.147590e-06	2	1.411810e-05	1.148330e-06	2	2.120830e-04	1.794270e-05	2	false
481           	smoothSolver	1.408290e-05	1.146630e-06	2	1.412030e-05	1.150060e-06	2	2.118780e-04	1.792530e-05	2	false
482           	smoothSolver	1.411150e-05	1.150010e-06	2	1.410140e-05	1.149300e-06	2	2.116790e-04	1.790840e-05	2	false
483           	smoothSolver	1.411060e-05	1.149770e-06	2	1.406880e-05	1.146420e-06	2	2.114830e-04	1.789160e-05	2	false
484           	smoothSolver	1.406070e-05	1.146240e-06	2	1.406570e-05	1.146620e-06	2	2.113010e-04	1.787600e-05	2	false
485           	smoothSolver	1.404680e-05	1.144930e-06	2	1.408390e-05	1.147570e-06	2	2.111080e-04	1.785960e-05	2	false
486           	smoothSolver	1.403670e-05	1.143500e-06	2	1.404450e-05	1.144100e-06	2	2.109200e-04	1.784340e-05	2	false
487           	smoothSolver	1.402570e-05	1.142970e-06	2	1.403920e-05	1.143950e-06	2	2.107220e-04	1.782660e-05	2	false
488           	smoothSolver	1.404680e-05	1.144300e-06	2	1.402090e-05	1.142860e-06	2	2.105160e-04	1.780920e-05	2	false
489           	smoothSolver	1.399210e-05	1.139820e-06	2	1.401370e-05	1.141530e-06	2	2.103220e-04	1.779260e-05	2	false
490           	smoothSolver	1.396230e-05	1.136880e-06	2	1.398920e-05	1.139640e-06	2	2.101330e-04	1.777640e-05	2	false
491           	smoothSolver	1.395960e-05	1.137160e-06	2	1.397000e-05	1.137470e-06	2	2.099460e-04	1.776040e-05	2	false
492           	smoothSolver	1.393160e-05	1.134360e-06	2	1.396670e-05	1.138080e-06	2	2.097600e-04	1.774450e-05	2	false
493           	smoothSolver	1.394820e-05	1.136580e-06	2	1.394000e-05	1.136090e-06	2	2.095790e-04	1.772900e-05	2	false
494           	smoothSolver	1.391220e-05	1.133300e-06	2	1.391810e-05	1.134460e-06	2	2.093660e-04	1.771100e-05	2	false
495           	smoothSolver	1.389420e-05	1.131580e-06	2	1.387740e-05	1.130290e-06	2	2.091670e-04	1.769410e-05	2	false
496           	smoothSolver	1.388690e-05	1.131790e-06	2	1.389230e-05	1.131770e-06	2	2.089750e-04	1.767770e-05	2	false
497           	smoothSolver	1.386860e-05	1.129830e-06	2	1.385020e-05	1.128320e-06	2	2.087920e-04	1.766200e-05	2	false
498           	smoothSolver	1.383370e-05	1.128090e-06	2	1.387230e-05	1.130960e-06	2	2.086030e-04	1.764580e-05	2	false
499           	smoothSolver	1.381530e-05	1.127110e-06	2	1.381790e-05	1.127280e-06	2	2.084060e-04	1.762910e-05	2	false
500           	smoothSolver	1.379700e-05	1.126270e-06	2	1.382500e-05	1.128730e-06	2	2.082180e-04	1.761310e-05	2	false
501           	smoothSolver	1.377890e-05	1.125420e-06	2	1.377140e-05	1.124490e-06	2	2.080270e-04	1.759670e-05	2	false
502           	smoothSolver	1.377670e-05	1.126070e-06	2	1.375970e-05	1.123980e-06	2	2.078270e-04	1.757980e-05	2	false
503           	smoothSolver	1.375020e-05	1.124560e-06	2	1.371870e-05	1.120890e-06	2	2.076480e-04	1.756440e-05	2	false
504           	smoothSolver	1.370840e-05	1.119400e-06	2	1.371600e-05	1.121200e-06	2	2.074490e-04	1.754750e-05	2	false
505           	smoothSolver	1.371890e-05	1.121160e-06	2	1.374850e-05	1.123560e-06	2	2.072590e-04	1.753130e-05	2	false
506           	smoothSolver	1.370960e-05	1.120890e-06	2	1.370540e-05	1.119830e-06	2	2.070740e-04	1.751550e-05	2	false
507           	smoothSolver	1.369090e-05	1.118900e-06	2	1.367380e-05	1.117030e-06	2	2.068830e-04	1.749920e-05	2	false
508           	smoothSolver	1.364030e-05	1.114830e-06	2	1.365590e-05	1.116420e-06	2	2.066790e-04	1.748190e-05	2	false
509           	smoothSolver	1.361260e-05	1.112690e-06	2	1.361690e-05	1.113250e-06	2	2.064850e-04	1.746540e-05	2	false
510           	smoothSolver	1.363360e-05	1.114900e-06	2	1.361350e-05	1.112800e-06	2	2.063080e-04	1.745010e-05	2	false
511           	smoothSolver	1.359320e-05	1.110930e-06	2	1.359940e-05	1.110890e-06	2	2.061160e-04	1.743380e-05	2	false
512           	smoothSolver	1.359690e-05	1.111660e-06	2	1.358380e-05	1.110040e-06	2	2.059320e-04	1.741800e-05	2	false
513           	smoothSolver	1.359980e-05	1.110910e-06	2	1.356530e-05	1.107780e-06	2	2.057340e-04	1.740130e-05	2	false
514           	smoothSolver	1.357000e-05	1.108180e-06	2	1.355840e-05	1.107410e-06	2	2.055420e-04	1.738490e-05	2	false
515           	smoothSolver	1.354300e-05	1.106110e-06	2	1.354370e-05	1.106410e-06	2	2.053490e-04	1.736850e-05	2	false
516           	smoothSolver	1.352350e-05	1.104730e-06	2	1.351000e-05	1.103980e-06	2	2.051630e-04	1.735250e-05	2	false
517           	smoothSolver	1.351770e-05	1.104840e-06	2	1.349800e-05	1.102690e-06	2	2.049730e-04	1.733630e-05	2	false
518           	smoothSolver	1.347160e-05	1.101790e-06	2	1.346530e-05	1.100820e-06	2	2.047850e-04	1.732040e-05	2	false
519           	smoothSolver	1.345000e-05	1.100120e-06	2	1.346310e-05	1.101030e-06	2	2.046020e-04	1.730470e-05	2	false
520           	smoothSolver	1.345220e-05	1.101290e-06	2	1.344720e-05	1.100570e-06	2	2.044130e-04	1.728860e-05	2	false
521           	smoothSolver	1.344350e-05	1.101110e-06	2	1.345640e-05	1.101960e-06	2	2.042220e-04	1.727230e-05	2	false
522           	smoothSolver	1.342960e-05	1.100610e-06	2	1.341940e-05	1.098160e-06	2	2.040140e-04	1.725480e-05	2	false
523           	smoothSolver	1.338910e-05	1.096410e-06	2	1.341550e-05	1.098130e-06	2	2.038330e-04	1.723920e-05	2	false
524           	smoothSolver	1.337350e-05	1.095230e-06	2	1.337630e-05	1.095300e-06	2	2.036540e-04	1.722390e-05	2	false
525           	smoothSolver	1.338950e-05	1.096140e-06	2	1.337860e-05	1.095120e-06	2	2.034630e-04	1.720760e-05	2	false
526           	smoothSolver	1.338250e-05	1.095580e-06	2	1.333610e-05	1.091630e-06	2	2.032800e-04	1.719200e-05	2	false
527           	smoothSolver	1.335100e-05	1.092800e-06	2	1.330980e-05	1.089580e-06	2	2.030820e-04	1.717520e-05	2	false
528           	smoothSolver	1.330140e-05	1.088660e-06	2	1.331770e-05	1.090220e-06	2	2.028910e-04	1.715890e-05	2	false
529           	smoothSolver	1.326150e-05	1.085710e-06	2	1.330160e-05	1.088800e-06	2	2.026950e-04	1.714230e-05	2	false
530           	smoothSolver	1.329390e-05	1.088440e-06	2	1.334250e-05	1.092510e-06	2	2.025170e-04	1.712700e-05	2	false
531           	smoothSolver	1.329520e-05	1.088490e-06	2	1.328150e-05	1.087560e-06	2	2.023390e-04	1.711180e-05	2	false
532           	smoothSolver	1.325040e-05	1.084490e-06	2	1.324290e-05	1.083300e-06	2	2.021590e-04	1.709650e-05	2	false
533           	smoothSolver	1.326210e-05	1.085150e-06	2	1.321850e-05	1.081580e-06	2	2.019500e-04	1.707880e-05	2	false
534           	smoothSolver	1.323040e-05	1.082250e-06	2	1.323280e-05	1.083090e-06	2	2.017570e-04	1.706240e-05	2	false
535           	smoothSolver	1.321410e-05	1.081360e-06	2	1.322210e-05	1.081810e-06	2	2.015760e-04	1.704690e-05	2	false
536           	smoothSolver	1.320640e-05	1.081460e-06	2	1.325620e-05	1.085680e-06	2	2.013930e-04	1.703130e-05	2	false
537           	smoothSolver	1.320510e-05	1.081430e-06	2	1.321220e-05	1.082220e-06	2	2.012100e-04	1.701570e-05	2	false
538           	smoothSolver	1.320850e-05	1.081570e-06	2	1.320920e-05	1.082540e-06	2	2.010170e-04	1.699930e-05	2	false
539           	smoothSolver	1.316570e-05	1.079270e-06	2	1.314940e-05	1.077610e-06	2	2.008220e-04	1.698270e-05	2	false
540           	smoothSolver	1.314060e-05	1.077360e-06	2	1.314240e-05	1.077070e-06	2	2.006510e-04	1.696800e-05	2	false
541           	smoothSolver	1.312030e-05	1.075820e-06	2	1.311320e-05	1.074880e-06	2	2.004530e-04	1.695130e-05	2	false
542           	smoothSolver	1.308690e-05	1.072550e-06	2	1.311160e-05	1.074360e-06	2	2.002540e-04	1.693440e-05	2	false
543           	smoothSolver	1.313750e-05	1.076930e-06	2	1.312110e-05	1.075390e-06	2	2.000810e-04	1.691950e-05	2	false
544           	smoothSolver	1.309910e-05	1.073180e-06	2	1.307140e-05	1.071170e-06	2	1.999000e-04	1.690410e-05	2	false
545           	smoothSolver	1.309080e-05	1.072770e-06	2	1.310470e-05	1.073300e-06	2	1.997180e-04	1.688860e-05	2	false
546           	smoothSolver	1.304970e-05	1.069140e-06	2	1.306000e-05	1.069230e-06	2	1.995240e-04	1.687210e-05	2	false
547           	smoothSolver	1.302810e-05	1.067260e-06	2	1.302570e-05	1.067070e-06	2	1.993320e-04	1.685580e-05	2	false
548           	smoothSolver	1.303120e-05	1.067380e-06	2	1.304130e-05	1.068010e-06	2	1.991370e-04	1.683930e-05	2	false
549           	smoothSolver	1.302520e-05	1.067270e-06	2	1.305320e-05	1.068960e-06	2	1.989640e-04	1.682440e-05	2	false
550           	smoothSolver	1.302770e-05	1.067120e-06	2	1.301160e-05	1.065530e-06	2	1.987840e-04	1.680910e-05	2	false
551           	smoothSolver	1.299510e-05	1.064370e-06	2	1.299700e-05	1.064500e-06	2	1.985910e-04	1.679270e-05	2	false
552           	smoothSolver	1.299200e-05	1.063960e-06	2	1.296660e-05	1.062040e-06	2	1.984140e-04	1.677760e-05	2	false
553           	smoothSolver	1.298430e-05	1.062790e-06	2	1.295720e-05	1.059650e-06	2	1.982220e-04	1.676130e-05	2	false
554           	smoothSolver	1.295130e-05	1.060290e-06	2	1.297640e-05	1.061730e-06	2	1.980260e-04	1.674470e-05	2	false
555           	smoothSolver	1.294400e-05	1.059870e-06	2	1.292620e-05	1.057950e-06	2	1.978410e-04	1.672890e-05	2	false
556           	smoothSolver	1.292210e-05	1.057850e-06	2	1.291220e-05	1.057050e-06	2	1.976690e-04	1.671420e-05	2	false
557           	smoothSolver	1.288130e-05	1.054780e-06	2	1.292030e-05	1.058940e-06	2	1.974860e-04	1.669860e-05	2	false
558           	smoothSolver	1.287860e-05	1.055590e-06	2	1.288200e-05	1.054980e-06	2	1.973000e-04	1.668280e-05	2	false
559           	smoothSolver	1.286830e-05	1.054890e-06	2	1.288330e-05	1.055230e-06	2	1.971050e-04	1.666630e-05	2	false
560           	smoothSolver	1.288840e-05	1.055870e-06	2	1.283730e-05	1.051290e-06	2	1.969150e-04	1.665020e-05	2	false
561           	smoothSolver	1.287060e-05	1.054800e-06	2	1.284870e-05	1.052050e-06	2	1.967360e-04	1.663480e-05	2	false
562           	smoothSolver	1.282400e-05	1.049910e-06	2	1.282030e-05	1.049430e-06	2	1.965640e-04	1.662010e-05	2	false
563           	smoothSolver	1.282590e-05	1.050370e-06	2	1.284650e-05	1.051870e-06	2	1.963710e-04	1.660380e-05	2	false
564           	smoothSolver	1.285130e-05	1.052620e-06	2	1.283300e-05	1.049860e-06	2	1.961840e-04	1.658790e-05	2	false
565           	smoothSolver	1.280710e-05	1.048180e-06	2	1.280190e-05	1.047730e-06	2	1.959980e-04	1.657200e-05	2	false
566           	smoothSolver	1.279220e-05	1.046490e-06	2	1.280940e-05	1.048270e-06	2	1.958050e-04	1.655570e-05	2	false
567           	smoothSolver	1.276680e-05	1.045070e-06	2	1.274330e-05	1.042730e-06	2	1.956330e-04	1.654100e-05	2	false
568           	smoothSolver	1.276490e-05	1.044740e-06	2	1.274740e-05	1.042380e-06	2	1.954570e-04	1.652590e-05	2	false
569           	smoothSolver	1.272160e-05	1.041100e-06	2	1.278220e-05	1.045770e-06	2	1.952670e-04	1.650990e-05	2	false
570           	smoothSolver	1.273310e-05	1.041520e-06	2	1.272840e-05	1.041270e-06	2	1.950680e-04	1.649310e-05	2	false
571           	smoothSolver	1.276660e-05	1.044460e-06	2	1.272040e-05	1.040350e-06	2	1.949000e-04	1.647860e-05	2	false
572           	smoothSolver	1.270870e-05	1.039250e-06	2	1.272290e-05	1.040360e-06	2	1.947240e-04	1.646360e-05	2	false
573           	smoothSolver	1.269430e-05	1.037770e-06	2	1.268840e-05	1.037500e-06	2	1.945230e-04	1.644670e-05	2	false
574           	smoothSolver	1.265660e-05	1.034950e-06	2	1.266620e-05	1.035610e-06	2	1.943460e-04	1.643150e-05	2	false
575           	smoothSolver	1.265300e-05	1.034710e-06	2	1.267650e-05	1.036040e-06	2	1.941710e-04	1.641660e-05	2	false
576           	smoothSolver	1.262910e-05	1.032720e-06	2	1.264180e-05	1.033810e-06	2	1.939790e-04	1.640040e-05	2	false
577           	smoothSolver	1.266620e-05	1.036270e-06	2	1.262740e-05	1.032990e-06	2	1.937980e-04	1.638500e-05	2	false
578           	smoothSolver	1.264430e-05	1.034560e-06	2	1.261730e-05	1.032540e-06	2	1.936140e-04	1.636940e-05	2	false
579           	smoothSolver	1.262770e-05	1.033000e-06	2	1.259550e-05	1.029800e-06	2	1.934290e-04	1.635360e-05	2	false
580           	smoothSolver	1.258460e-05	1.029160e-06	2	1.259500e-05	1.029870e-06	2	1.932490e-04	1.633830e-05	2	false
581           	smoothSolver	1.257080e-05	1.028320e-06	2	1.260300e-05	1.030680e-06	2	1.930680e-04	1.632290e-05	2	false
582           	smoothSolver	1.260310e-05	1.030890e-06	2	1.259490e-05	1.029920e-06	2	1.928820e-04	1.630710e-05	2	false
583           	smoothSolver	1.259090e-05	1.029110e-06	2	1.257760e-05	1.028930e-06	2	1.927060e-04	1.629210e-05	2	false
584           	smoothSolver	1.254830e-05	1.026620e-06	2	1.251690e-05	1.023960e-06	2	1.925140e-04	1.627590e-05	2	false
585           	smoothSolver	1.251860e-05	1.024200e-06	2	1.251690e-05	1.023250e-06	2	1.923270e-04	1.626000e-05	2	false
586           	smoothSolver	1.249880e-05	1.022500e-06	2	1.249650e-05	1.021480e-06	2	1.921530e-04	1.624510e-05	2	false
587           	smoothSolver	1.250850e-05	1.023000e-06	2	1.249300e-05	1.021410e-06	2	1.919790e-04	1.623030e-05	2	false
588           	smoothSolver	1.251120e-05	1.022500e-06	2	1.247590e-05	1.019750e-06	2	1.917960e-04	1.621480e-05	2	false
589           	smoothSolver	1.250010e-05	1.021690e-06	2	1.248600e-05	1.019950e-06	2	1.916130e-04	1.619920e-05	2	false
590           	smoothSolver	1.246600e-05	1.019040e-06	2	1.247610e-05	1.019640e-06	2	1.914280e-04	1.618350e-05	2	false
591           	smoothSolver	1.246100e-05	1.018640e-06	2	1.244060e-05	1.016650e-06	2	1.912450e-04	1.616800e-05	2	false
592           	smoothSolver	1.244990e-05	1.017750e-06	2	1.244880e-05	1.017520e-06	2	1.910570e-04	1.615210e-05	2	false
593           	smoothSolver	1.242000e-05	1.015760e-06	2	1.243150e-05	1.016820e-06	2	1.908800e-04	1.613700e-05	2	false
594           	smoothSolver	1.241990e-05	1.015770e-06	2	1.239330e-05	1.013160e-06	2	1.907090e-04	1.612240e-05	2	false
595           	smoothSolver	1.241140e-05	1.015340e-06	2	1.239310e-05	1.013310e-06	2	1.905290e-04	1.610710e-05	2	false
596           	smoothSolver	1.237700e-05	1.012090e-06	2	1.241100e-05	1.015030e-06	2	1.903420e-04	1.609130e-05	2	false
597           	smoothSolver	1.236490e-05	1.011530e-06	2	1.238020e-05	1.012630e-06	2	1.901560e-04	1.607560e-05	2	false
598           	smoothSolver	1.239820e-05	1.014600e-06	2	1.234990e-05	1.009650e-06	2	1.899730e-04	1.606000e-05	2	false
599           	smoothSolver	1.236100e-05	1.011030e-06	2	1.236330e-05	1.010470e-06	2	1.897930e-04	1.604470e-05	2	false
600           	smoothSolver	1.233880e-05	1.008780e-06	2	1.235560e-05	1.010290e-06	2	1.896140e-04	1.602950e-05	2	false
