# y+ ()         
# Time          	patch           	min             	max             	average         
100             	walls	6.39312850e-01	1.40520410e+00	7.18336083e-01
200             	walls	6.39147146e-01	1.40520410e+00	7.18296207e-01
300             	walls	6.39082892e-01	1.40520410e+00	7.18288334e-01
400             	walls	6.39073416e-01	1.40520410e+00	7.18287618e-01
448             	walls	6.39073998e-01	1.40520410e+00	7.18287621e-01
