-0.0099863 	0 	0 	0.083706
-0.00952049 	6.50561e-06 	0.000127269 	0.0953004
-0.00905469 	1.2302e-05 	0.000236747 	0.0976834
-0.00858888 	1.59352e-05 	0.000302574 	0.0992461
-0.00812308 	1.78513e-05 	0.000335009 	0.100231
-0.00765728 	1.86181e-05 	0.000345859 	0.100818
-0.00719147 	1.86065e-05 	0.000342486 	0.101144
-0.00672567 	1.808e-05 	0.000329881 	0.101312
-0.00625986 	1.72393e-05 	0.000311746 	0.101388
-0.00579406 	1.62237e-05 	0.00029058 	0.101416
-0.00532826 	1.51201e-05 	0.000267884 	0.10142
-0.00486245 	1.39801e-05 	0.000244492 	0.101414
-0.00439665 	1.28334e-05 	0.000220844 	0.101405
-0.00393084 	1.16975e-05 	0.000197177 	0.101394
-0.00346504 	1.05782e-05 	0.000173484 	0.101385
-0.00299924 	-9.79438e-06 	0.000150708 	0.101377
-0.00260083 	-9.62104e-06 	0.000129709 	0.101371
-0.00220179 	-9.7269e-06 	0.000109613 	0.101366
-0.0018022 	-9.81539e-06 	8.9647e-05 	0.101362
-0.00140217 	-9.87748e-06 	6.971e-05 	0.101358
-0.0010018 	-9.91875e-06 	4.97858e-05 	0.101355
-0.000601178 	-9.94396e-06 	2.98691e-05 	0.101354
-0.000200409 	-9.95593e-06 	9.95593e-06 	0.101353
0.000200409 	-9.95593e-06 	-9.95593e-06 	0.101353
0.000601178 	-9.94396e-06 	-2.98691e-05 	0.101354
0.0010018 	-9.91875e-06 	-4.97858e-05 	0.101355
0.00140217 	-9.87748e-06 	-6.971e-05 	0.101358
0.0018022 	-9.81541e-06 	-8.9647e-05 	0.101362
0.00220179 	-9.72692e-06 	-0.000109613 	0.101366
0.00260083 	-9.62104e-06 	-0.000129709 	0.101371
0.00299924 	-9.7944e-06 	-0.000150708 	0.101377
0.00346504 	-1.05782e-05 	-0.000173484 	0.101385
0.00393084 	-1.16974e-05 	-0.000197177 	0.101394
0.00439665 	-1.28334e-05 	-0.000220844 	0.101405
0.00486245 	-1.398e-05 	-0.000244492 	0.101414
0.00532826 	-1.51201e-05 	-0.000267884 	0.10142
0.00579406 	-1.62237e-05 	-0.00029058 	0.101416
0.00625986 	-1.72393e-05 	-0.000311746 	0.101388
0.00672567 	-1.808e-05 	-0.000329881 	0.101312
0.00719147 	-1.86065e-05 	-0.000342486 	0.101144
0.00765728 	-1.86181e-05 	-0.000345859 	0.100818
0.00812308 	-1.78513e-05 	-0.000335009 	0.100231
0.00858888 	-1.59352e-05 	-0.000302574 	0.0992461
0.00905469 	-1.2302e-05 	-0.000236747 	0.0976834
0.00952049 	-6.50561e-06 	-0.000127269 	0.0953004
0.0099863 	0 	0 	0.083706
