-0.0099863 	0 	0 	0
-0.00952049 	-3.05753e-08 	9.84607e-06 	0.021592
-0.00905469 	-1.06169e-07 	3.42923e-05 	0.0418092
-0.00858888 	-2.25943e-07 	7.29175e-05 	0.0604989
-0.00812308 	-3.80865e-07 	0.000123088 	0.077568
-0.00765728 	-5.57637e-07 	0.000181056 	0.0929201
-0.00719147 	-7.41063e-07 	0.000242698 	0.106474
-0.00672567 	-9.13727e-07 	0.000303478 	0.118182
-0.00625986 	-1.05739e-06 	0.00035872 	0.128047
-0.00579406 	-1.15648e-06 	0.000404122 	0.136133
-0.00532826 	-1.20187e-06 	0.000436322 	0.142563
-0.00486245 	-1.19292e-06 	0.000453316 	0.147518
-0.00439665 	-1.13697e-06 	0.000454595 	0.151213
-0.00393084 	-1.04675e-06 	0.000441013 	0.153878
-0.00346504 	-9.36493e-07 	0.000414102 	0.155736
-0.00299924 	8.45248e-07 	0.000377787 	0.156957
-0.00260083 	8.0344e-07 	0.000336639 	0.157714
-0.00220179 	7.85544e-07 	0.000291735 	0.158196
-0.0018022 	7.68794e-07 	0.000243077 	0.158513
-0.00140217 	7.54405e-07 	0.000191536 	0.158715
-0.0010018 	7.4317e-07 	0.000138036 	0.158837
-0.000601178 	7.35532e-07 	8.32829e-05 	0.158906
-0.000200409 	7.31696e-07 	2.78351e-05 	0.158937
0.000200409 	7.31698e-07 	-2.78351e-05 	0.158937
0.000601178 	7.35537e-07 	-8.32828e-05 	0.158906
0.0010018 	7.43172e-07 	-0.000138036 	0.158837
0.00140217 	7.54394e-07 	-0.000191536 	0.158715
0.0018022 	7.68792e-07 	-0.000243077 	0.158513
0.00220179 	7.85562e-07 	-0.000291735 	0.158196
0.00260083 	8.03448e-07 	-0.000336639 	0.157714
0.00299924 	8.45258e-07 	-0.000377787 	0.156957
0.00346504 	9.36491e-07 	-0.000414102 	0.155736
0.00393084 	1.04674e-06 	-0.000441013 	0.153878
0.00439665 	1.13695e-06 	-0.000454595 	0.151213
0.00486245 	1.19291e-06 	-0.000453316 	0.147518
0.00532826 	1.20186e-06 	-0.000436322 	0.142563
0.00579406 	1.15648e-06 	-0.000404122 	0.136133
0.00625986 	1.05739e-06 	-0.00035872 	0.128047
0.00672567 	9.13712e-07 	-0.000303478 	0.118182
0.00719147 	7.41049e-07 	-0.000242698 	0.106474
0.00765728 	5.57627e-07 	-0.000181056 	0.0929201
0.00812308 	3.8086e-07 	-0.000123088 	0.077568
0.00858888 	2.25937e-07 	-7.29175e-05 	0.0604989
0.00905469 	1.06158e-07 	-3.42923e-05 	0.0418092
0.00952049 	3.05681e-08 	-9.84607e-06 	0.021592
0.0099863 	0 	0 	0
